SNo.,Investor Name,Domain Name,Overview,Founded Year,Country,State,City,Description,Investor Type,Practice Areas,Feed Name,Business Models,Investment Score,Website,LinkedIn,Twitter
3270,Kakao Investment,kvgcorp.com,Early and growth stage corporate VC firm funding companies in Asia,2015,South Korea,Gyeonggi-do,Seongnam-si,"Kakao Investment is an early and growth stage corporate venture capital firm arm of Kakao. Invests in geographies like Asia. Generally invests in Tech companies specializing in areas like FinTech, IoT, E-Commerce, Bitcoin. Top investment is Satoshi Citadel Industries.",Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,55.72710369815,http://www.kvgcorp.com/,,
3271,JKL Partners,jklpartners.co.kr,PE firm investing in South Korea,2001,South Korea,Seoul,Seoul,,Institutional Investor,Investment Industry,Private Equity Funds,Private Equity Funds > Growth Equity,84.00438164995,https://www.jklpartners.co.kr/en/,,
3272,Esas Ventures,esasventures.com,Venture capital fund backed by single family office,2018,Turkey,Istanbul,Istanbul,,Institutional Investor,Investment Industry,"Venture Capital Funds,; Single Family Offices","Venture Capital Funds > Captive Funds > Single Family Offices,; Single Family Offices > SFOs",69.1464402418,https://esasventures.com,https://linkedin.com/company/esasventures,
3273,Seedstars International Ventures,seedstars-international.vc,Venture capital fund investing in tech startups,2013,Switzerland,Geneva,Carouge,"Venture capital fund investing in tech startups. Focused on investing in pre-seed and seed stages of retail tech, supply chain, fintech, and SaaS startups.",Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Micro VCs,62.0071700697,https://www.seedstars-international.vc/,,
3275,KFHC Ventures,kfhcventures.com,Venture capital investment firm,2017,Kuwait,Al Asimah Governate,Kuwait City,Venture capital investment firm. It invests in early-stage technology companies.,Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Captive Funds > Corporate VCs,53.79620420275,https://kfhcventures.com,https://linkedin.com/company/kfhcventures,
3276,Extantia,extantia.com,Venture capital firm focused on decarbonisation technologies,2020,Germany,Berlin,Berlin,,Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,61.03343974590001,https://www.extantia.com/,https://linkedin.com/company/extantia,https://twitter.com/extantiacapital
3277,Noaber Foundation,noaber.com,Early stage investments focused VC firm,2000,Netherlands,Gelderland,Ede,,Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,32.959036804650005,https://www.noaber.com/nl,https://linkedin.com/company/noaber-foundation,https://twitter.com/noaberhealth
3281,Penta Investments,pentainvestments.com,PE firm investing in Europe,1994,"Czech Republic,; Slovakia,; Poland,; Cyprus","Prague,; Bratislava Region,; Masovian Voivodeship,; Limassol","Prague,; Bratislava,; Warsaw,; Limassol",,Institutional Investor,Investment Industry,Private Equity Funds,Private Equity Funds > Growth Equity,54.926248276500004,https://www.pentainvestments.com/en/,https://linkedin.com/company/penta-investments,
3283,Praesidium Capital,praesidium-capital.com,Private investment office,2012,"United Kingdom,; United Kingdom,; United Arab Emirates","England,; England,; Dubai","Manchester,; London,; Dubai","Private investment office. It provides guidance and support to businesses, family offices, institutional investors, banks, insurers, and non-profit organisations. It advice on mergers and acquisitions, public and private transactions, leveraged buyouts, capital markets, capital raising, pre-IPO financing, real estate financing and opportunities for property development, and commodities investment and trade finance, provides a wide range of corporate services, SPV administration services, and fund administration services and offers a broad range of corporate services to and on behalf of high-net-worth individuals, institutional clients, big and medium-sized businesses, private equity and real estate organisations, and institutional clients globally.",Institutional Investor,Investment Industry,"Private Equity Funds,; Investment Banks","Private Equity Funds > Buyout Funds,; Investment Banks > IBs",55.218347108500005,https://praesidium-capital.com,,
3286,DN Capital,dncapital.com,"Venture capital firm focused on software, fintech, marketplaces, and consumer internet",2000,"United Kingdom,; United States,; Germany","England,; California,; Berlin","London,; Menlo Park,; Berlin",,Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,81.2770922775,https://dncapital.com,https://linkedin.com/company/dn-capital,http://twitter.com/dncapital
3290,SBT Venture Capital,sbt-vc.com,Early-stage tech focused VC firm investing in geographies such as the US and China,2012,United Kingdom,England,London,"SBT Venture Capital is an early-stage centric venture capital investment company. Invests in geographies like the US and China. Generally, invests in tech companies in sectors like Fintech and Mobile technology. Notable portfolio companies include Moven, Amplifi Capital, Red Zebra Analytics.",Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,47.58892557045,http://ww25.sbt-vc.com/?subid1=20260101-1944-401a-9687-5d54fa76b2d2,,http://twitter.com/sbtvc
3292,Wafra,wafra.com,Private equity investment firm focused on buyouts,1985,"United States,; Kuwait,; United Kingdom,; Bermuda","New York,; Al Asimah Governate,; England,; Hamilton","New York City,; Kuwait City,; London",,Institutional Investor,Investment Industry,Private Equity Funds,Private Equity Funds > Buyout Funds,81.16551933295,https://wafra.com,https://linkedin.com/company/wafra,
3297,Care Holdings,careholdings.vdtrxn,Venture capital fund focused on tech startups,,United Arab Emirates,Abu Dhabi,Abu Dhabi,,Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,31.1474900388,,,
3300,Solon Invest,xoloninvest.com,Venture capital firm focused on early stage startups,2015,South Korea,Seoul,Seoul,,Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,44.842062575700005,https://xoloninvest.com,,
3301,GTA Ventures,gtaventures.org,Venture capital and incubator focused on blockchain sectors,2018,Vietnam,Southeast,Ho Chi Minh City,,Institutional Investor,Investment Industry,"Venture Capital Funds,; Accelerators & Incubators","Venture Capital Funds > Independent Funds > Conventional VCs > Blockchain Startups,; Accelerators & Incubators > Specialized > Blockchain > VC-Backed",45.695097705600006,https://gtaventures.org,https://linkedin.com/company/gtaventures,https://twitter.com/gtaventures_org
3302,Ideavelopers,ideavelopers.com,Early-stage centric Tech-focused VC firm investing in geographies such as Egypt,2004,Egypt,Cairo Governorate,Cairo,"Ideavelopers is an early-stage centric VC firm. Makes investments in territories such as Egypt. Generally invests in tech startups operating in sectors such as Health Tech, Online Retail & FinTech. Top investments include Vezeeta, Nefsak, Diagnosoft, Offerna, IdealRatings, etc.",Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,32.075436069750005,http://ideavelopers.com,https://linkedin.com/company/ideavelopers,http://twitter.com/ideavelopers
3303,Gobi Superseed II Fund,gobisuperseediifund.vdtrxn,"Venture capital fund investing in AI, big data, and fintech startups",2020,Malaysia,,,,Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,51.8974799853,https://gobi.vc/,,
3305,Japan Post,japanpost.jp,Postal service provider,2003,Japan,Tokyo,Chiyoda City,"Japan Post is a postal service provider. It also provides postal and packages delivery services, banking services, and life insurance. In 2022, the company recorded annual revenues of $83.79B and a net profit of $3.61B.",Corporate Investor,,,,54.68004153305,https://www.japanpost.jp,https://linkedin.com/company/japan-post-network-co-ltd-,https://twitter.com/japanposthd_pr
3311,KLSC,klsc.com.kw,VC & PE firm,2010,Kuwait,Al Asimah Governate,Kuwait City,VC & PE firm. It provides investing in healthcare sectors.,Institutional Investor,Investment Industry,"Venture Capital Funds,; Private Equity Funds,; Accelerators & Incubators","Venture Capital Funds > Captive Funds > Other Captive VCs,; Private Equity Funds > Growth Equity,; Accelerators & Incubators > Specialized > Industry Focused > Healthcare",68.6351799523,https://www.klsc.com.kw/,https://linkedin.com/company/kuwait-life-sciences-company-klsc-,http://twitter.com/klshealth
3313,Joule Ventures,joulevc.com,Venture capital firm focused on seed-stage investments,2010,"Israel,; United States,; United States","Tel Aviv,; New York,; Georgia","Tel Aviv,; New York City,; Atlanta",,Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Micro VCs,78.68483256405001,https://www.joulevc.com/,https://linkedin.com/company/jouleventures,
3316,Daegyeong Investment,dgvc.co.kr,"Venture capital firm focused on biotech, software, healthcare, product, consumer, and multiple sectors",,South Korea,Seoul,Seoul,,Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,56.7201192073,http://dgvc.co.kr,,
3318,toDay Ventures,today.ventures,Tech focused early stage Accelerator & VC firm,2016,Israel,Tel Aviv,Tel Aviv,"toDay Venture is an accelerator & early stage venture capital firm. The firm focuses on technology start-ups engaged in the areas such as IoT, AI, FinTech. Notable portfolio companies are Billbeez, Pointo, Reposify. The firm typically invests $100K-250K per start-up during the acceleration programme which runs over a 6 month time period",Institutional Investor,Investment Industry,"Venture Capital Funds,; Accelerators & Incubators","Venture Capital Funds > Independent Funds > Conventional VCs,; Accelerators & Incubators > Sector Agnostic > VC-Backed",64.25376992075,https://today.ventures,https://linkedin.com/company/today.ventures,
3319,Sapir Venture Partners,sapirvp.com,Venture capital fund focused on deep-technologies,2015,"Israel,; United States","Jerusalem District,; Massachusetts","Jerusalem,; Cambridge",,Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Micro VCs,60.6724364904,https://sapirvp.com,https://linkedin.com/company/sapirvp,https://twitter.com/sapir_vp
3320,Marvelstone Group,marvelstone.com,Tech & offline focused VC firm investing in Asia,2010,Singapore,Singapore,Singapore,"Marvelstone Group is a venture capital firm investing in Asia. Generally invests in tech and offline companies specializing in sectors such as Hospitality, Real Estate, FinTech, and Blockchain.",Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,47.47368976055,https://marvelstone.com,,
3321,Firestartr,firestartr.co,Tech focused VC firm investing in seed stage startups in the UK,2012,United Kingdom,England,London,"Firestartr is a venture capital firm that invests in seed stage companies in the UK. It makes the investment in Tech sectors such as SaaS, FinTech, E-Commerce, Cloud, etc. Notable portfolio companies include TransferWise, Chain, Veem, Second Home, etc.",Institutional Investor,Investment Industry,Venture Capital Funds,Venture Capital Funds > Independent Funds > Conventional VCs,63.15100490960001,https://www.firestartr.co/,https://linkedin.com/company/firestartr,http://twitter.com/firestartrco
